date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close,dividends
2021-06-21,537.1312185626673,537.1312185626673,521.4648730792115,528.6266479492188,25501352,0.0,0.0,,
2021-06-22,527.2838321464795,527.2838321464795,511.6174854979741,513.407958984375,33489921,0.0,0.0,,
2021-06-23,519.2268722290139,521.9125231506847,512.9603336546155,521.4649047851562,19947191,0.0,0.0,,
2021-06-24,522.8077141037552,525.9409834718231,519.2268856301071,521.9125366210938,11875278,0.0,0.0,,
2021-06-25,526.8362017009429,537.1312461973066,522.8076957203658,535.7883911132812,20884046,0.0,0.0,,
2021-06-28,539.8168788177824,542.5025296234085,529.9694530161555,533.1027221679688,12459596,0.0,0.0,,
2021-06-29,537.1312185626673,538.0263959677961,526.3885562576564,528.6266479492188,15961551,0.0,0.0,,
2021-06-30,534.8930740423306,534.8930740423306,522.8076171875,522.8076171875,14772746,0.0,0.0,,
2021-07-02,535.7884296086822,535.7884296086822,512.5127473185878,514.3031616210938,27052611,0.0,0.0,,
2021-07-05,510.27466174340145,512.0650758603689,491.0274580821386,495.9511413574219,47011802,0.0,0.0,,
2021-07-06,494.1607076497354,504.00813367197236,491.4750567839433,500.42724609375,21123736,0.0,0.0,,
2021-07-07,494.1607361045674,495.5035912505371,482.07530651259765,491.0274963378906,33107895,0.0,0.0,,
2021-07-08,483.4181092864679,486.55137854153014,468.64699973303135,472.67547607421875,49561439,0.0,0.0,,
2021-07-09,469.9898281300663,485.2085561399631,456.1139255756604,482.0752868652344,46560639,0.0,0.0,,
2021-07-12,491.9226685504523,493.2654939653601,467.7517518106134,478.494384765625,33240198,0.0,0.0,,
2021-07-13,484.3133102487733,503.5605142609664,477.1515647430792,497.2939758300781,35933948,0.0,0.0,,
2021-07-14,501.3224781774527,504.0081290184482,495.9511468597128,498.189208984375,21595871,0.0,0.0,,
2021-07-15,502.66531453837337,512.0651228763783,501.77013703344625,505.798583984375,21890303,0.0,0.0,,
2021-07-16,507.58906295166884,509.8270956451137,498.6368729063862,504.9034118652344,16011232,0.0,0.0,,
2021-07-19,501.3225070960671,501.3225070960671,488.34181122288715,491.9226989746094,18348476,0.0,0.0,,
2021-07-20,491.4750479124511,497.74158624334996,482.5228587642381,485.6561279296875,21492839,0.0,0.0,,
2021-07-21,485.6561312830843,487.44657505223944,474.46590958842523,481.6276550292969,22021840,0.0,0.0,,
2021-07-22,487.8941685415986,491.47502626168847,480.73242346567156,486.9989318847656,17022608,0.0,0.0,,
2021-07-23,488.789429635826,489.23704801376107,473.57070114354184,475.36114501953125,18179395,0.0,0.0,,
2021-07-26,456.5615127057965,458.7995450999265,437.94095753106456,438.6571350097656,89266221,0.0,0.0,,
2021-07-27,416.6347466514864,430.42111849815245,392.82194949428805,399.26751708984375,117184426,0.0,0.0,,
2021-07-28,403.74362515570704,412.33772545321636,377.7822650716953,400.341796875,122431259,0.0,0.0,,
2021-07-29,429.7049682220825,442.41707466802285,419.4994830802816,440.4476013183594,79075566,0.0,0.0,,
2021-07-30,436.50864818237943,436.50864818237943,416.2767063845044,428.8097839355469,43889700,0.0,0.0,,
2021-08-02,426.1241185655536,428.63071028267905,411.0844200840518,425.2288818359375,31941064,0.0,0.0,,
2021-08-03,419.67848608172807,419.67848608172807,379.2146071972845,399.26751708984375,127799280,0.0,0.0,,
2021-08-04,389.42012063124884,420.5737219837395,388.5248839772982,408.9358825683594,50011558,0.0,0.0,,
2021-08-05,405.17599530533823,415.73956928994295,387.2716165459407,393.0010070800781,63595518,0.0,0.0,,
2021-08-06,398.1933044321061,412.1587077064475,393.89626866913613,406.07122802734375,46586976,0.0,0.0,,
2021-08-09,400.87892310412917,422.90130740415754,396.2237989339886,413.2329406738281,44428211,0.0,0.0,,
2021-08-10,427.9145356677717,441.3428199817232,423.6175000978972,435.2553405761719,44347453,0.0,0.0,,
2021-08-11,438.83621911146815,440.98472203380106,429.704970557493,433.2858581542969,21853357,0.0,0.0,,
2021-08-12,432.0325406948946,439.73143435301876,426.30315006943584,431.49542236328125,17736919,0.0,0.0,,
2021-08-13,421.82706135882637,426.3031561842247,413.05393091163586,420.9318542480469,28656855,0.0,0.0,,
2021-08-16,415.0233739453748,417.5299951620525,401.95317919774885,406.250244140625,31480707,0.0,0.0,,
2021-08-17,396.40285269719124,399.6256516826646,387.62972213480646,389.420166015625,46801344,0.0,0.0,,
2021-08-18,384.94405344374456,396.58189368069446,384.94405344374456,390.494384765625,28851497,0.0,0.0,,
2021-08-19,401.05798966311926,403.56458135348913,375.2756877874259,377.0661315917969,55433509,0.0,0.0,,
2021-08-20,377.06613262309963,387.8087362072082,369.00915029926864,380.8260498046875,56555339,0.0,0.0,,
2021-08-23,393.89624725080404,397.47710525260925,386.3763832119387,388.34588623046875,48400600,0.0,0.0,,
2021-08-24,399.9837105845067,422.543212890625,398.5513555868328,422.543212890625,53716905,0.0,0.0,,
2021-08-25,440.08951645911196,440.08951645911196,418.78330927456125,424.87078857421875,44724609,0.0,0.0,,
2021-08-26,424.8707884673076,430.42114944208373,419.3204274925314,422.36419677734375,18764172,0.0,0.0,,
2021-08-27,419.8576222010481,432.9278189725273,414.1282310257945,417.5300598144531,25452380,0.0,0.0,,
2021-08-30,415.56053427845836,419.3204516659088,409.65211383800136,416.9928894042969,20041445,0.0,0.0,,
2021-08-31,414.30724155481096,430.7792663574219,400.34183824173914,430.7792663574219,56603643,0.0,0.0,,
2021-09-01,434.1810529273449,442.77515328029693,427.735485071568,437.22479248046875,38287137,0.0,0.0,,
2021-09-02,446.71415348377514,456.56155017035127,441.3428219527562,444.0284729003906,43902749,0.0,0.0,,
2021-09-03,444.5656234916239,445.46083060086164,431.1373390385559,436.8667297363281,29441113,0.0,0.0,,
2021-09-06,438.12001712504156,453.8758623995854,437.04575090599343,452.0854187011719,29043486,0.0,0.0,,
2021-09-07,456.5615166920654,465.513705618243,454.77107297968035,461.4852294921875,27079321,0.0,0.0,,
2021-09-08,470.8850006498707,473.57065136367453,458.7995428020057,469.54217529296875,35792918,0.0,0.0,,
2021-09-09,455.66634852727987,457.90438113188003,428.80977945757564,429.7049865722656,58676024,0.0,0.0,,
2021-09-10,439.7314012278172,442.95419988197193,430.7792123798017,438.6571350097656,38694918,0.0,0.0,,
2021-09-13,429.70493338962905,430.77919957575017,421.64798144734056,427.91448974609375,30173503,0.0,0.0,,
2021-09-14,426.48219822754425,432.21158870465155,419.67851184352725,423.2593994140625,21592603,0.0,0.0,,
2021-09-15,410.0101565854662,415.3814580685451,403.9226479841292,405.89215087890625,39231994,0.0,0.0,,
2021-09-16,399.9837048292526,407.1454500788252,398.37229066218134,403.7436218261719,26598358,0.0,0.0,,
2021-09-17,399.08846720378017,418.60425926635105,398.5513489065296,413.4119873046875,26015577,0.0,0.0,,
2021-09-20,408.7568393754093,409.47301687229054,401.0579757375588,406.6083068847656,16828242,0.0,0.0,,
2021-09-21,399.26756107994834,406.25027736532104,396.76093965826954,402.8484191894531,17960361,0.0,0.0,,
2021-09-23,411.9796324446355,420.39467346361914,408.57780419911575,414.665283203125,24093629,0.0,0.0,,
2021-09-24,413.0539110380893,423.7965143935788,408.39875723306153,411.9796447753906,18068880,0.0,0.0,,
2021-09-27,410.90536632672445,423.43841308169357,407.5035380802722,415.9185791015625,19490017,0.0,0.0,,
2021-09-28,418.0671396128569,426.303151632798,415.9186070070245,420.5737609863281,22722926,0.0,0.0,,
2021-09-29,413.23296312184584,416.2767028808594,403.02747752355043,416.2767028808594,19797496,0.0,0.0,,
2021-09-30,408.21974103801676,415.91860505244443,406.25026764313407,413.0539245605469,18804935,0.0,0.0,,
2021-10-04,420.75276910050627,420.75276910050627,406.7873671461109,409.11492919921875,12713753,0.0,0.0,,
2021-10-05,399.4465906493358,406.071218160183,398.7304131002847,402.8484191894531,12888955,0.0,0.0,,
2021-10-06,406.4292977963993,406.4292977963993,398.90946333619235,399.6256408691406,11767293,0.0,0.0,,
2021-10-07,407.3245235703678,423.25942995545074,406.60834600458304,422.0061340332031,15784083,0.0,0.0,,
2021-10-08,438.65715069802366,438.65715069802366,422.5432161224421,431.3163757324219,32333000,0.0,0.0,,
2021-10-11,440.9847331840216,446.35606471504053,437.76196390116036,444.0284729003906,28425260,0.0,0.0,,
2021-10-12,435.97149995913816,438.6571507829637,429.8840208070339,432.5696716308594,17842757,0.0,0.0,,
2021-10-15,440.2685823466685,447.6093877330362,433.6439841769545,443.6704406738281,31595846,0.0,0.0,,
2021-10-18,447.0722386497811,447.0722386497811,434.53916148081817,444.9237060546875,22487283,0.0,0.0,,
2021-10-19,443.49134301105414,447.6093489263421,439.1943075339381,446.7141418457031,16735539,0.0,0.0,,
2021-10-20,454.77106624609326,461.0376043287814,451.6377972047492,456.1138916015625,35497959,0.0,0.0,,
2021-10-21,456.11393916409344,458.7995901550855,447.6093678140349,452.5330810546875,18097118,0.0,0.0,,
2021-10-22,454.32344791568767,458.3519536178429,449.84738315462187,456.1138916015625,13823480,0.0,0.0,,
2021-10-25,452.5330370347122,456.5615131293319,448.50453130434477,452.0854187011719,13296540,0.0,0.0,,
2021-10-26,454.3234635341726,454.7710818799662,443.6703899174237,449.3997802734375,16606863,0.0,0.0,,
2021-10-27,439.3733248839589,440.08950238286457,431.6744315885972,435.97149658203125,20302427,0.0,0.0,,
2021-10-28,434.89724380392306,442.2380485772017,434.89724380392306,437.0457763671875,14832277,0.0,0.0,,
2021-10-29,435.79246243845205,437.2248175185941,430.6002197265625,430.6002197265625,17834144,0.0,0.0,,
2021-11-01,426.48219262787217,426.84028138022404,416.2766780037187,420.3946838378906,24569493,0.0,0.0,,
2021-11-02,428.4516961734078,431.4954359652473,411.9796716746876,415.3815002441406,35803836,0.0,0.0,,
2021-11-03,413.59103598123943,420.7527815449482,409.83111881939857,419.8575744628906,21003990,0.0,0.0,,
2021-11-04,425.407929642394,431.3163792837638,424.15460418164946,430.421142578125,17834322,0.0,0.0,,
2021-11-05,422.54320716061045,424.5126804378302,416.45572813879585,418.4252014160156,21716216,0.0,0.0,,
2021-11-08,411.97962359149176,415.38145176390873,405.892144718298,415.202392578125,24234522,0.0,0.0,,
2021-11-09,419.85759514643416,421.6480390345018,411.4425236903919,415.3815002441406,14760906,0.0,0.0,,
2021-11-10,419.8575697537858,435.7924453044819,417.17191890198586,432.9277648925781,33212806,0.0,0.0,,
2021-11-11,427.91451575242286,429.8840186978808,418.0671195681277,427.5564270019531,39089792,0.0,0.0,,
2021-11-12,436.6877001318748,439.91046943345856,431.31639820540164,434.3601379394531,25849642,0.0,0.0,,
2021-11-15,440.44761388935234,442.9542352650342,437.7619629475682,440.2685546875,21038637,0.0,0.0,,
2021-11-16,445.2817878254614,455.6663322361966,442.4170777436725,449.847412109375,30659014,0.0,0.0,,
2021-11-17,451.1902564459914,455.6663513183594,446.3560727984039,455.6663513183594,23262320,0.0,0.0,,
2021-11-18,449.3997826744278,450.74260808323424,441.1637710280158,444.74462890625,20959763,0.0,0.0,,
2021-11-19,435.6134312887528,444.56562087136757,434.18107621381444,444.0284729003906,16502389,0.0,0.0,,
2021-11-22,445.81889952951315,448.95216872601736,439.55239077225366,442.59613037109375,15931741,0.0,0.0,,
2021-11-23,433.2858878469609,434.8972725580746,428.80979286208833,430.7792663574219,20313292,0.0,0.0,,
2021-11-24,423.61746655055407,430.42112295157733,418.4251946561554,422.7222595214844,28227792,0.0,0.0,,
2021-11-25,422.7222910691199,431.85351013578264,421.64802477261543,427.7355041503906,18375654,0.0,0.0,,
2021-11-26,423.08034163811806,423.08034163811806,411.80059020668483,414.8443298339844,35673130,0.0,0.0,,
2021-11-29,413.5910079439893,421.8270192292993,413.0538896583158,413.9490966796875,21163279,0.0,0.0,,
2021-11-30,409.6521041091076,411.9796663154419,401.95321030844354,411.26348876953125,38602838,0.0,0.0,,
2021-12-01,414.1281662258971,423.9755622503331,413.0538999919271,419.6784973144531,22065387,0.0,0.0,,
2021-12-02,418.0671361384389,423.9755859375,415.02339645668013,423.9755859375,19221936,0.0,0.0,,
2021-12-03,419.6785050185695,419.6785050185695,409.65207925562225,414.128173828125,24404006,0.0,0.0,,
2021-12-06,401.7741735017136,411.4425109258271,400.699907202201,400.8789367675781,33582406,0.0,0.0,,
2021-12-07,409.83109117657136,415.38145176390873,404.280730589234,415.202392578125,25205220,0.0,0.0,,
2021-12-08,418.60428663999915,421.1108783720785,416.2766948377112,418.067138671875,16459470,0.0,0.0,,
2021-12-09,424.69173642186536,424.69173642186536,421.64799693393616,423.080322265625,14485645,0.0,0.0,,
2021-12-10,421.6480162408442,424.3336671098879,413.232945239708,414.8443298339844,16521558,0.0,0.0,,
2021-12-13,421.28993303995065,430.60021124166633,417.70904541015625,417.70904541015625,24125047,0.0,0.0,,
2021-12-14,411.80061160180475,416.81385447784896,409.4730493700882,411.62158203125,14808796,0.0,0.0,,
2021-12-15,411.4425391464634,415.7396046392473,405.7131481251701,408.04071044921875,14505438,0.0,0.0,,
2021-12-16,404.63881643769787,407.50352630381684,401.23698828955514,405.17596435546875,22812079,0.0,0.0,,
2021-12-17,400.16275719501414,400.3418163952286,392.1058044433594,392.1058044433594,30682034,0.0,0.0,,
2021-12-20,391.5686590151512,393.53816205152003,384.0488245439247,384.9440612792969,22143443,0.0,0.0,,
2021-12-21,384.94405886344174,399.98372771150787,384.4069108984395,394.6123962402344,18686797,0.0,0.0,,
2021-12-22,402.8483872660966,403.56456475839485,394.25428699426595,396.5818786621094,15012791,0.0,0.0,,
2021-12-23,406.429271625942,419.6784958608522,402.13223634069345,413.4119873046875,35745558,0.0,0.0,,
2021-12-24,419.4994789785328,419.4994789785328,410.90537851269187,411.9796447753906,10313242,0.0,0.0,,
2021-12-28,409.8311090167653,411.08440482881855,398.37229860746163,403.20648193359375,20555921,0.0,0.0,,
2021-12-29,397.11903200659947,398.90947589533994,394.25432178461466,398.19329833984375,10402269,0.0,0.0,,
2021-12-30,399.6256227326242,403.56456934932555,395.6866464801743,396.9399719238281,8314363,0.0,0.0,,
2021-12-31,413.5910064802125,413.5910064802125,407.50352763063614,408.9358825683594,10712324,0.0,0.0,,
2022-01-03,411.62154568347194,414.48625564538935,405.53406665014563,406.250244140625,6531544,0.0,0.0,,
2022-01-04,407.6826028276726,410.01019467996394,398.7304131002847,402.8484191894531,14711705,0.0,0.0,,
2022-01-05,396.0447445816677,397.47709961637884,384.04881561958575,385.4811706542969,34633344,0.0,0.0,,
2022-01-06,376.88705044226583,391.38959995936716,376.88705044226583,391.2105407714844,24292770,0.0,0.0,,
2022-01-07,398.3722927571067,401.4160619172484,392.4638728992686,396.5818786621094,22577720,0.0,0.0,,
2022-01-10,401.05798010339265,409.29399177143375,396.04473757065097,405.7131042480469,21218880,0.0,0.0,,
2022-01-11,410.01018395448966,413.59104197032264,406.6083258676111,411.80059814453125,17795793,0.0,0.0,,
2022-01-12,422.36419004186985,430.421142578125,420.0365983158082,430.421142578125,30671300,0.0,0.0,,
2022-01-13,435.07629519218415,435.07629519218415,422.90130718798383,425.4079284667969,19860639,0.0,0.0,,
2022-01-14,413.59102388201086,424.5126862880572,413.59102388201086,423.7965087890625,14886027,0.0,0.0,,
2022-01-17,422.54326434362946,424.15464909435633,415.38151811892413,416.8138732910156,13757827,0.0,0.0,,
2022-01-18,418.78332612456325,421.6480363270769,403.56459762733516,405.35504150390625,25533037,0.0,0.0,,
2022-01-19,405.53411854751346,410.01021361795404,402.8484377966475,408.04071044921875,18972619,0.0,0.0,,
2022-01-20,407.67161263405643,435.34162220423036,407.67161263405643,434.9726867675781,31098094,0.0,0.0,,
2022-01-21,432.390161985737,441.2445530636335,430.72996736309995,437.9241638183594,28238280,0.0,0.0,,
2022-01-24,433.4969872051443,436.81737659538084,429.6231798260352,433.1280517578125,15453269,0.0,0.0,,
2022-01-25,423.72024041736796,431.65230804605045,423.72024041736796,430.5455017089844,26320564,0.0,0.0,,
2022-01-26,433.4969933750051,439.5843838889958,429.80763884917735,436.8173828125,22762432,0.0,0.0,,
2022-01-27,428.88532672726336,430.7300040404642,422.2445180354911,427.0406494140625,21591501,0.0,0.0,,
2022-01-28,427.04065229363084,427.9630057743262,420.2153906423907,424.2736511230469,15822080,0.0,0.0,,
2022-01-31,434.603759765625,434.603759765625,434.603759765625,434.603759765625,0,0.0,0.0,,
2022-02-04,445.48729833106046,445.48729833106046,434.4192946005681,441.7979736328125,16772866,0.0,0.0,,
2022-02-07,444.5649953758384,444.5649953758384,433.68144403470484,440.8756408691406,16195588,0.0,0.0,,
2022-02-08,437.73969186780045,439.03098072617973,432.5746253415306,433.4969787597656,19745906,0.0,0.0,,
2022-02-09,442.7203083476443,446.0406976946113,439.5843719040646,445.3028564453125,24600711,0.0,0.0,,
2022-02-10,450.09898340517327,450.09898340517327,438.84649696574434,446.778564453125,19803240,0.0,0.0,,
2022-02-11,441.61350278181595,446.0406984639916,435.7105653269987,439.95330810546875,16344233,0.0,0.0,,
2022-02-14,433.68144955583466,435.89506228803447,429.2542537271853,435.3416442871094,13541324,0.0,0.0,,
2022-02-15,435.34162632473766,437.73969186780045,430.17655979846774,433.4969787597656,14623872,0.0,0.0,,
2022-02-16,439.9532944473985,439.9532944473985,434.60374550552046,439.2154235839844,12855204,0.0,0.0,,
2022-02-17,439.21542559901496,442.3513619650377,435.34161836619296,441.7979736328125,13607278,0.0,0.0,,
2022-02-18,441.79798170938676,445.30285357288227,431.6523015590446,433.4969787597656,25303740,0.0,0.0,,
2022-02-21,428.1474648741794,430.5455306142787,406.380390660181,410.8075866699219,48477043,0.0,0.0,,
2022-02-22,398.6327585345699,410.6230867272865,398.6327585345699,410.2541809082031,32179004,0.0,0.0,,
2022-02-23,408.0405635391172,416.3415667248521,408.0405635391172,410.4386291503906,21311907,0.0,0.0,,
2022-02-24,402.3220474779654,405.45798374581074,390.700655779081,394.574462890625,35768451,0.0,0.0,,
2022-02-25,398.8171955672786,404.904615511819,387.56473873218727,391.0696105957031,26877414,0.0,0.0,,
2022-02-28,387.3802542320422,392.36086783091525,382.21518773190485,388.487060546875,28269030,0.0,0.0,,
2022-03-01,388.48706602966143,404.9046191753458,387.74919514269254,397.52593994140625,20329969,0.0,0.0,,
2022-03-02,393.8365931221149,401.03078941419557,389.9627859999953,390.51617431640625,14752581,0.0,0.0,,
2022-03-03,389.9628234825857,393.2832129716971,383.13756195732856,386.27349853515625,20920744,0.0,0.0,,
2022-03-04,371.7006178915467,374.6520718895508,368.9336168027771,371.88507080078125,43750295,0.0,0.0,,
2022-03-07,358.78792348893774,366.3510555774848,351.4092443030568,357.8655700683594,41987247,0.0,0.0,,
2022-03-08,358.78793424799096,365.61319565904563,350.8558664805017,353.4383850097656,33966559,0.0,0.0,,
2022-03-09,353.4383817402284,360.44812563038585,341.2635712035734,354.91412353515625,34965768,0.0,0.0,,
2022-03-10,364.6908636826278,367.8268001377833,351.59369987830235,355.09857177734375,25335066,0.0,0.0,,
2022-03-11,340.34121174783263,346.2441486734434,332.0402094745437,339.2344055175781,50996737,0.0,0.0,,
2022-03-14,325.58388610822016,331.6713061455559,304.3702017015494,306.0304260253906,70448173,0.0,0.0,,
2022-03-15,281.49633854937593,307.3217026729247,273.93320593636923,274.85552978515625,124658821,0.0,0.0,,
2022-03-16,290.719691648204,342.0014540992882,286.29246610810253,338.49658203125,113433662,0.0,0.0,,
2022-03-17,369.8559154424392,369.8559154424392,344.5839719096861,359.7102355957031,73377749,0.0,0.0,,
2022-03-18,350.4869473847047,362.29282313279055,342.1859437776836,351.4092712402344,39708790,0.0,0.0,,
2022-03-21,361.73937325145477,361.9238557877636,341.63249566721777,343.4771728515625,32326528,0.0,0.0,,
2022-03-22,341.26356412693923,358.78792348893774,333.8848849410583,357.8655700683594,32645563,0.0,0.0,,
2022-03-23,368.011260358636,372.2540032298032,355.28306138088425,358.7879333496094,44491277,0.0,0.0,,
2022-03-24,344.030575222525,351.9626429851454,336.65189581990717,337.5742492675781,49413053,0.0,0.0,,
2022-03-25,330.7489789274978,339.7878536116427,323.73926417379005,328.7198486328125,40322104,0.0,0.0,,
2022-03-28,330.1955616087172,343.6616311776565,326.50623681753154,337.94317626953125,28357473,0.0,0.0,,
2022-03-29,342.1859332816531,350.8558720920993,341.2635798186638,347.9043884277344,22007226,0.0,0.0,,
2022-03-30,353.25395710784846,358.41902416775315,350.67140876002003,351.04034423828125,28377006,0.0,0.0,,
2022-03-31,352.70052263496524,352.70052263496524,343.66164829245093,345.13739013671875,15361005,0.0,0.0,,
2022-04-01,338.49654593049104,349.3800964355469,334.06935049830213,349.3800964355469,15263214,0.0,0.0,,
2022-04-04,358.6034293083913,360.63255935058885,353.9917808982143,359.7102355957031,16493903,0.0,0.0,,
2022-04-06,353.2539485870451,355.09859629810444,350.4869473847047,351.4092712402344,18033596,0.0,0.0,,
2022-04-07,346.42861501640294,353.8072938689517,344.7684204244101,345.32183837890625,16713428,0.0,0.0,,
2022-04-08,341.2635582374488,343.292688310504,337.5742335260529,340.8946228027344,20637305,0.0,0.0,,
